SID,NUMBER,ISO_TIME,NATURE,LAT,LON,YEAR
2012239N11261,54,8/25/2012 18:00,Disturbance,11.3,-99.1,2012
2012242N13333,55,8/28/2012 12:00,Disturbance,12.9,-27.4,2012
2012242N24317,56,8/28/2012 18:00,Tropical,23.9,-43.4,2012
2012246N29323,57,9/10/2012 0:00,Tropical,33.6,-44.1,2012
2012247N18252,58,9/2/2012 12:00,Tropical,17.5,-107.6,2012
2012254N09135,59,9/10/2012 0:00,Tropical,8.6,134.8,2012
2012255N16322,60,10/1/2012 0:00,Tropical,36.9,-39.4,2012
2012256N15257,61,9/11/2012 18:00,Disturbance,15.4,-103.4,2012
2012260N13237,62,9/15/2012 12:00,Tropical,13.2,-122.8,2012
2012263N15141,63,10/1/2012 0:00,Mixture(contradicting report from different agencies),41.7,144.5,2012
2012266N14254,64,10/1/2012 0:00,Disturbance,18.5,-114.7,2012
2012267N16141,65,9/23/2012 12:00,Mixture(contradicting report from different agencies),16.5,140.1,2012
2012272N22251,66,9/28/2012 12:00,Tropical,22.7,-108.6,2012
2012273N13112,67,10/1/2012 0:00,Mixture(contradicting report from different agencies),16.4,114.5,2012
2012274N13151,68,10/1/2012 0:00,Tropical,17.1,146.8,2012
2012277N12322,69,10/2/2012 12:00,Disturbance,12.4,-38,2012
2012279N15145,70,10/10/2012 0:00,Tropical,18.3,130.9,2012
2012281N14242,71,10/10/2012 0:00,Disturbance,14.3,-123.5,2012
2012285N21091,72,10/10/2012 12:00,Tropical,21,91,2012
2012285N26288,73,10/10/2012 18:00,Disturbance,25.5,-72.5,2012
2012285S04077,74,10/10/2012 12:00,Disturbance,-3.6,76.8,2012
2012287N15297,75,10/12/2012 18:00,Tropical,14.7,-62.7,2012
2012287N16147,76,10/12/2012 18:00,Tropical,16.2,147.2,2012
2012288N14248,77,10/13/2012 12:00,Tropical,13.8,-112,2012
2012296N06135,78,10/21/2012 12:00,Tropical,6.4,135,2012
2012296N14283,79,10/21/2012 18:00,Disturbance,14.3,-77.4,2012
2012296N20309,80,10/21/2012 18:00,Disturbance,20.1,-50.8,2012
2012297N11067,81,10/22/2012 15:00,Tropical,11,66.5,2012
2012301N11087,82,10/27/2012 12:00,Disturbance,10.7,86.8,2012
2012304N14246,83,10/29/2012 18:00,Disturbance,13.8,-114.5,2012
2012317N07118,84,11/12/2012 0:00,Disturbance,6.5,118.1,2012
2012321N14090,85,11/16/2012 0:00,Disturbance,14.2,90.2,2012
2012325S09084,86,11/20/2012 12:00,Disturbance,-9.3,82.9,2012
2012331N03157,87,11/25/2012 12:00,Tropical,3.4,157.4,2012
2012337S06089,88,12/10/2012 0:00,Tropical,-16.3,74.3,2012
2012346S14180,89,12/10/2012 18:00,Tropical,-14.3,180.2,2012
2012357N09064,90,12/22/2012 12:00,Mixture(contradicting report from different agencies),8.9,62.6,2012
2012359N08134,91,12/23/2012 18:00,Tropical,8.3,133.8,2012
2012362S08071,92,1/1/2013 0:00,Tropical,-11.5,56.5,2012
2012362S08165,93,1/1/2013 0:00,Tropical,-18.4,161.4,2012
2012362S13116,94,12/26/2012 12:00,Tropical,-13.4,116.2,2012
2013001N04141,1,1/1/2013 0:00,Mixture(contradicting report from different agencies),4.5,141.1,2013
2013005S10126,2,1/10/2013 0:00,Tropical,-14.6,115.8,2013
2013009S11084,3,1/10/2013 0:00,Disturbance,-12.3,81.9,2013
2013019S12174,4,1/18/2013 12:00,Tropical,-12.3,173.9,2013
2013020S16137,5,1/20/2013 0:00,Tropical,-16.3,136.8,2013
2013020S17124,6,1/20/2013 12:00,Tropical,-17.1,123,2013
2013026S13067,7,1/25/2013 12:00,Disturbance,-12.5,67.4,2013
2013040S16199,8,2/10/2013 0:00,Tropical,-21.7,-153.9,2013
2013041S10087,9,2/10/2013 0:00,Tropical,-10.8,86.5,2013
2013046S20042,10,2/14/2013 12:00,Disturbance,-20.1,41.9,2013
2013049N05131,11,2/18/2013 12:00,Tropical,5.6,129.3,2013
2013051S12102,12,2/20/2013 0:00,Tropical,-11.9,101.8,2013
2013052S13126,13,2/21/2013 12:00,Disturbance,-13.4,124.6,2013
2013064S18149,14,3/10/2013 0:00,Tropical,-15.9,160.5,2013
2013072S12140,15,3/12/2013 12:00,Disturbance,-11.7,140.2,2013
2013093S08074,16,4/10/2013 0:00,Tropical,-12,58.8,2013
2013097S06099,17,4/10/2013 0:00,Tropical,-14.9,103.6,2013
2013117S10155,18,4/26/2013 12:00,Disturbance,-10,154.5,2013
2013128S05086,19,5/10/2013 0:00,Tropical,-8.3,86.1,2013
2013130N04093,20,5/10/2013 0:00,Tropical,4.5,93.5,2013
2013134N07265,21,5/13/2013 12:00,Disturbance,6.7,-95.2,2013
2013149N14264,22,5/28/2013 12:00,Tropical,13.9,-96.1,2013
2013149N21090,23,5/29/2013 12:00,Tropical,21.7,88.8,2013
2013157N25273,24,6/5/2013 18:00,Tropical,25.1,-86.6,2013
2013158N13129,25,6/10/2013 0:00,Tropical,22.4,133.4,2013
2013167N12128,26,6/16/2013 12:00,Mixture(contradicting report from different agencies),12.4,127.5,2013
2013167N12279,27,6/16/2013 0:00,Disturbance,12.4,-81.5,2013
2013171N15117,28,6/19/2013 18:00,Mixture(contradicting report from different agencies),14.9,116.8,2013
2013175N12256,29,6/23/2013 12:00,Tropical,11.8,-103.6,2013
2013178N09133,30,6/27/2013 0:00,Tropical,9.1,132.5,2013
2013180N11256,31,6/28/2013 18:00,Disturbance,10.7,-104.2,2013
2013186N13262,32,7/4/2013 12:00,Tropical,13.2,-98.2,2013
2013187N20156,33,7/10/2013 0:00,Tropical,21.1,135.8,2013
2013189N09319,34,7/10/2013 0:00,Tropical,15.6,-65.6,2013
2013196N14128,35,7/14/2013 18:00,Disturbance,14.1,127.9,2013
2013204N11340,36,7/22/2013 18:00,Disturbance,11.3,-20,2013
2013206N15238,37,7/25/2013 0:00,Tropical,14.9,-121.8,2013
2013210N13122,38,7/28/2013 18:00,Tropical,12.7,121.7,2013
2013211N11248,39,7/30/2013 0:00,Disturbance,11.2,-111.6,2013
2013211N21088,40,7/30/2013 12:00,Tropical,21.7,87,2013
2013214N13243,41,8/10/2013 0:00,Tropical,15.1,-144.6,2013
2013217N11118,42,8/5/2013 0:00,Mixture(contradicting report from different agencies),10.9,118.1,2013
2013220N12137,43,8/10/2013 0:00,Tropical,13.6,130.6,2013
2013221N11244,44,8/10/2013 0:00,Disturbance,11.6,242.6,2013
2013224N12220,45,8/12/2013 12:00,Disturbance,12,219.4,2013
2013227N08193,46,8/15/2013 0:00,Disturbance,7.6,192.7,2013
2013227N14337,47,8/15/2013 0:00,Tropical,13.9,-23.3,2013
2013228N23124,48,8/16/2013 0:00,Mixture(contradicting report from different agencies),23.1,123.6,2013
2013229N26132,49,8/16/2013 12:00,Disturbance,25.8,131.5,2013
2013232N14252,50,8/20/2013 12:00,Disturbance,13.8,-108.9,2013
2013232N22088,51,8/20/2013 0:00,Tropical,22,87.5,2013
2013237N11129,52,8/25/2013 0:00,Mixture(contradicting report from different agencies),11.4,129,2013
2013238N19266,53,8/25/2013 12:00,Tropical,18.7,-94.2,2013
2013241N19254,54,8/28/2013 12:00,Tropical,19.3,-106.4,2013
2013241N29169,55,8/29/2013 0:00,Tropical,29.2,169.1,2013
2013242N15245,56,8/29/2013 18:00,Disturbance,15,-115.1,2013
2013243N26122,57,8/31/2013 0:00,Tropical,25.6,121.5,2013
2013248N16294,58,9/10/2013 0:00,Tropical,27.6,-65.1,2013
2013248N17255,59,9/4/2013 12:00,Disturbance,17.1,-104.9,2013
2013250N22263,60,9/6/2013 12:00,Tropical,22.4,-97.4,2013
2013251N13342,61,9/10/2013 0:00,Tropical,13.9,-25.5,2013
2013255N19268,62,9/12/2013 12:00,Disturbance,19.6,-92.9,2013
2013255N20148,63,9/11/2013 18:00,Tropical,19.7,148.2,2013
2013257N15259,64,9/13/2013 12:00,Tropical,15.3,-101.4,2013
2013259N17132,65,9/16/2013 0:00,Tropical,17.3,132,2013
2013260N15112,66,9/17/2013 0:00,Tropical,15.4,112.2,2013
2013262N14149,67,9/19/2013 12:00,Mixture(contradicting report from different agencies),15,149.1,2013
2013269N15118,68,10/1/2013 0:00,Tropical,17.9,101.8,2013
2013271N21310,69,10/1/2013 0:00,Tropical,27.5,-43.9,2013
2013272N10135,70,10/1/2013 0:00,Tropical,14.4,131.8,2013
2013272N26152,71,10/1/2013 0:00,Tropical,29.2,141.8,2013
2013274N18152,72,10/1/2013 0:00,Tropical,18.1,151.5,2013
2013276N21273,73,10/3/2013 12:00,Tropical,22.1,-87.4,2013
2013280N13242,74,10/10/2013 0:00,Tropical,16.7,-128.5,2013
2013281N12098,75,10/10/2013 0:00,Tropical,14.5,91.4,2013
2013282N14132,76,10/10/2013 0:00,Tropical,15.2,127.8,2013
2013282N14149,77,10/10/2013 0:00,Mixture(contradicting report from different agencies),13.6,145.7,2013
2013286N15251,78,10/12/2013 18:00,Tropical,15,-109.1,2013
2013287N13243,79,10/13/2013 12:00,Disturbance,12.5,-116.8,2013
2013289N14149,80,10/15/2013 12:00,Mixture(contradicting report from different agencies),13.9,148.7,2013
2013290N14153,81,10/17/2013 0:00,Disturbance,13.8,152.6,2013
2013292N09162,82,10/19/2013 0:00,Tropical,9.3,162.4,2013
2013293N13260,83,10/19/2013 18:00,Disturbance,13.2,-99.8,2013
2013294N28304,84,10/21/2013 12:00,Tropical,28.2,-55.6,2013
2013296S07079,85,10/23/2013 0:00,Disturbance,-7.4,78.5,2013
2013301N13142,86,10/27/2013 18:00,Tropical,12.7,142.3,2013
2013305N07141,87,11/1/2013 12:00,Disturbance,7.1,139.6,2013
2013305N16252,88,11/1/2013 12:00,Tropical,16.3,-108,2013
2013306N07162,89,11/10/2013 0:00,Tropical,16.5,110.2,2013
2013310N06066,90,11/10/2013 0:00,Tropical,8,51.8,2013
2013316N06130,91,11/11/2013 12:00,Mixture(contradicting report from different agencies),6,129.8,2013
2013321N24308,92,11/17/2013 0:00,Extratropical,23.9,-52.4,2013
2013322N13090,93,11/18/2013 0:00,Disturbance,13.3,90,2013
2013324N07103,94,11/19/2013 18:00,Disturbance,7.3,103.3,2013
2013324S11113,95,11/20/2013 0:00,Tropical,-10.7,113.4,2013
2013337N15139,96,12/2/2013 18:00,Disturbance,15,138.5,2013
2013338N34332,97,12/3/2013 18:00,Extratropical,34.3,-27.7,2013
2013339N09084,98,12/10/2013 0:00,Tropical,15,85.1,2013
2013348S10082,99,12/14/2013 12:00,Tropical,-11,82.1,2013
2013350S08099,100,12/16/2013 12:00,Mixture(contradicting report from different agencies),-8.2,98.1,2013
2013360S12124,101,1/1/2014 0:00,Mixture(contradicting report from different agencies),-27.7,122.2,2013
2013362S09053,102,1/1/2014 0:00,Tropical,-16.2,53.4,2013
2014003N08086,1,1/2/2014 18:00,Disturbance,7.6,85.5,2014
2014004S17183,2,1/10/2014 0:00,Tropical,-17.5,-175.4,2014
2014007S11104,3,1/10/2014 0:00,Tropical,-12.3,84.8,2014
2014015N10129,4,1/15/2014 0:00,Tropical,9.6,129.2,2014
2014015S16043,5,1/14/2014 12:00,Disturbance,-15.7,43.3,2014
2014017S14160,6,1/16/2014 12:00,Disturbance,-14.3,160.4,2014
2014027S14155,7,1/27/2014 0:00,Tropical,-14.1,155.3,2014
2014029N10143,8,1/29/2014 0:00,Tropical,9.7,143.2,2014
2014030S14129,9,1/30/2014 0:00,Tropical,-13.6,129.3,2014
2014031S17149,10,1/31/2014 12:00,Tropical,-17.9,150.4,2014
2014032S13123,11,2/1/2014 0:00,Disturbance,-13.2,123,2014
2014034S14058,12,2/3/2014 12:00,Disturbance,-14,58.2,2014
2014036S12073,13,2/10/2014 0:00,Tropical,-21.1,74.6,2014
2014048S16039,14,2/17/2014 0:00,Not reported,-16.3,38.6,2014
2014056S18175,15,2/25/2014 0:00,Not reported,-18,174.9,2014
2014058N09149,16,2/26/2014 18:00,Disturbance,8.5,148.6,2014
2014066S09138,17,3/10/2014 0:00,Tropical,-13.5,141.3,2014
2014066S15152,18,3/10/2014 0:00,Tropical,-18.8,150.9,2014
2014068S16169,19,3/10/2014 0:00,Tropical,-14.7,167,2014
2014077S11196,20,3/17/2014 12:00,Not reported,-11.3,-164.1,2014
2014080N08128,21,3/21/2014 0:00,Disturbance,8.4,128.3,2014
2014086S10041,22,3/26/2014 12:00,Disturbance,-10,40.6,2014
2014092S11159,23,4/10/2014 0:00,Tropical,-12.1,147.9,2014
2014093N02148,24,4/2/2014 18:00,Tropical,1.8,148.4,2014
2014093S11085,25,4/3/2014 12:00,Disturbance,-12.6,83.3,2014
2014106S10099,26,4/16/2014 0:00,Tropical,-10,99,2014
2014117N10145,27,4/26/2014 12:00,Disturbance,10,145.3,2014
2014141N16091,28,5/21/2014 12:00,Tropical,16.5,91,2014
2014142N10254,29,5/22/2014 12:00,Disturbance,10.2,-106.8,2014
2014153N12267,30,6/1/2014 12:00,Disturbance,11.7,-93.5,2014
2014159N12068,31,6/10/2014 0:00,Tropical,15.1,69,2014
2014160N15259,32,6/10/2014 0:00,Tropical,15.6,-101.8,2014
2014160N21120,33,6/10/2014 0:00,Tropical,21.3,121.9,2014
2014164N19116,34,6/13/2014 0:00,Tropical,18.8,116,2014
2014180N14255,35,6/28/2014 18:00,Tropical,14.2,-105.5,2014
2014180N32282,36,6/28/2014 18:00,Disturbance,32,-78.2,2014
2014181N17257,37,6/30/2014 12:00,Tropical,17.1,-103.4,2014
2014184N08147,38,7/10/2014 0:00,Tropical,32.3,131.3,2014
2014187N11247,39,7/6/2014 12:00,Disturbance,10.7,-114,2014
2014190N08154,40,7/10/2014 0:00,Mixture(contradicting report from different agencies),8.8,152.1,2014
2014195N11232,41,7/13/2014 12:00,Disturbance,11,-128.5,2014
2014197N10137,42,7/16/2014 12:00,Tropical,9.8,136.6,2014
2014201N09331,43,7/19/2014 12:00,Disturbance,9,-29,2014
2014202N22087,44,7/21/2014 12:00,Tropical,22.5,85,2014
2014204N10239,45,7/22/2014 18:00,Disturbance,10.4,238.6,2014
2014207N12255,46,7/26/2014 0:00,Disturbance,12.3,-104.9,2014
2014209N12152,47,7/27/2014 18:00,Mixture(contradicting report from different agencies),11.7,151.6,2014
2014209N16134,48,7/27/2014 12:00,Disturbance,15.7,134.2,2014
2014210N10323,49,7/29/2014 12:00,Disturbance,9.5,-38.6,2014
2014212N11242,50,7/30/2014 12:00,Disturbance,11.3,-117.9,2014
2014214N13249,51,8/10/2014 0:00,Tropical,21.4,-149.6,2014
2014216N21089,52,8/3/2014 12:00,Tropical,21.5,88.5,2014
2014225N15255,53,8/12/2014 12:00,Disturbance,15.1,-105,2014
2014229N16246,54,8/17/2014 0:00,Disturbance,16,-113.7,2014
2014231N21117,55,8/18/2014 12:00,Tropical,20.9,117.2,2014
2014234N12261,56,8/22/2014 0:00,Tropical,12.3,-98.8,2014
2014236N22288,57,8/23/2014 18:00,Tropical,21.5,-72.2,2014
2014245N19268,58,9/1/2014 12:00,Disturbance,19.2,-92.3,2014
2014246N17254,59,9/10/2014 0:00,Disturbance,28.1,-118,2014
2014248N19129,60,9/10/2014 0:00,Mixture(contradicting report from different agencies),35.8,152.6,2014
2014249N14118,61,9/5/2014 12:00,Disturbance,14,118.4,2014
2014253N13244,62,9/10/2014 12:00,Disturbance,12.8,-117.4,2014
2014253N13260,63,9/10/2014 0:00,Tropical,14,-101.7,2014
2014254N10142,64,9/10/2014 12:00,Disturbance,9.9,142.4,2014
2014254N14327,65,9/10/2014 18:00,Disturbance,13.7,-33.2,2014
2014259N11262,66,9/16/2014 0:00,Tropical,11.4,-97.6,2014
2014260N13135,67,9/17/2014 0:00,Tropical,12.6,135,2014
2014267N15257,68,10/1/2014 0:00,Disturbance,22.9,-117.4,2014
2014267N18150,69,10/1/2014 0:00,Extratropical,40.8,169.6,2014
2014271N10160,70,10/1/2014 0:00,Tropical,17,143.7,2014
2014274N15260,71,10/1/2014 0:00,Disturbance,15.7,-101.6,2014
2014275N06166,72,10/1/2014 18:00,Disturbance,5.5,165.7,2014
2014279N11096,73,10/10/2014 0:00,Tropical,14.6,87.6,2014
2014283N22299,74,10/10/2014 0:00,Disturbance,22,-61.2,2014
2014284N10231,75,10/10/2014 12:00,Disturbance,9.7,-128.7,2014
2014285N16305,76,10/11/2014 18:00,Disturbance,16.4,-54.9,2014
2014290N14261,77,10/17/2014 12:00,Tropical,14.6,-98.8,2014
2014294N20265,78,10/21/2014 0:00,Disturbance,19.5,-95.3,2014
2014297N11062,79,10/23/2014 12:00,Disturbance,10.8,62.1,2014
2014303N11261,80,10/29/2014 18:00,Disturbance,10.7,-99.1,2014
2014303N13141,81,10/30/2014 0:00,Mixture(contradicting report from different agencies),12.8,140.9,2014
2014309N13088,82,11/5/2014 0:00,Disturbance,12.8,87.8,2014
2014319S06066,83,11/15/2014 0:00,Disturbance,-6,66,2014
2014327S08077,84,11/23/2014 12:00,Disturbance,-8,76.1,2014
2014329N08131,85,11/25/2014 12:00,Disturbance,8.4,130.3,2014
2014334N02156,86,11/30/2014 12:00,Tropical,2.8,155.9,2014
2014344S09102,87,12/10/2014 0:00,Mixture(contradicting report from different agencies),-8.5,100.3,2014
2014356S08101,88,1/1/2015 0:00,Mixture(contradicting report from different agencies),-22.2,84,2014
2014362N07130,89,1/1/2015 0:00,Mixture(contradicting report from different agencies),6.8,118.9,2014
2015009S19054,1,1/10/2015 0:00,Disturbance,-17.4,52.9,2015
2015012N09146,2,1/12/2015 12:00,Disturbance,8.7,144.7,2015
2015013S18038,3,1/13/2015 12:00,Disturbance,-17.1,38.3,2015
2015020S12208,4,1/20/2015 0:00,Tropical,-12.2,-151.6,2015
2015024S11090,5,1/24/2015 12:00,Disturbance,-12.3,88.4,2015
2015024S15078,6,1/24/2015 12:00,Disturbance,-15.3,76.7,2015
2015030S16161,7,1/29/2015 18:00,Disturbance,-16.1,161.4,2015
2015036S20038,8,2/10/2015 0:00,Mixture(contradicting report from different agencies),-36.3,40.7,2015
2015038N08158,9,2/10/2015 0:00,Tropical,13.6,154.7,2015
2015047S12142,10,2/15/2015 12:00,Tropical,-12,142.1,2015
2015047S15152,11,2/16/2015 12:00,Tropical,-14.6,153.9,2015
2015050S11094,12,2/19/2015 12:00,Disturbance,-11,92.9,2015
2015063S14042,13,3/4/2015 12:00,Tropical,-14.4,41.9,2015
2015064S14052,14,3/10/2015 0:00,Tropical,-23.2,55.5,2015
2015066S08170,15,3/10/2015 0:00,Tropical,-9.7,170.5,2015
2015068S12151,16,3/10/2015 0:00,Tropical,-12.8,149.6,2015
2015068S14113,17,3/10/2015 0:00,Tropical,-13.7,115.6,2015
2015069N04173,18,3/10/2015 12:00,Tropical,5.4,172.7,2015
2015079S15182,19,3/19/2015 18:00,Disturbance,-15.3,-177.6,2015
2015085N06162,20,3/25/2015 18:00,Disturbance,5.8,162.1,2015
2015092N06161,21,4/2/2015 0:00,Disturbance,5.6,161,2015
2015092S18074,22,4/10/2015 0:00,Tropical,-18.1,65.9,2015
2015094S10087,23,4/4/2015 12:00,Mixture(contradicting report from different agencies),-10.4,86.6,2015
2015099S13163,24,4/10/2015 0:00,Tropical,-13.9,160.6,2015
2015117S12115,25,4/27/2015 0:00,Tropical,-12,115,2015
2015122N07144,26,5/10/2015 0:00,Tropical,17,123.3,2015
2015126N27281,27,5/10/2015 0:00,Tropical,33.1,-78.3,2015
2015127N04158,28,5/10/2015 0:00,Tropical,6.3,160.3,2015
2015148N11250,29,5/28/2015 12:00,Tropical,11.1,-111,2015
2015152N12258,30,5/31/2015 12:00,Tropical,12,-102.2,2015
2015157N13069,31,6/10/2015 0:00,Tropical,21.2,62,2015
2015162N12262,32,6/10/2015 12:00,Disturbance,11.5,-97.8,2015
2015167N27266,33,6/16/2015 0:00,Tropical,27,-94.3,2015
2015171N15112,34,6/19/2015 18:00,Tropical,15,112.2,2015
2015171N18086,35,6/20/2015 12:00,Tropical,19,85.5,2015
2015173N20067,36,6/22/2015 12:00,Tropical,20,67,2015
2015180N09160,37,6/29/2015 12:00,Tropical,8.9,160.6,2015
2015180S04163,38,6/28/2015 12:00,Disturbance,-4,163.4,2015
2015183N13130,39,7/1/2015 18:00,Tropical,13.3,129.9,2015
2015184N08172,40,7/10/2015 0:00,Tropical,18.2,142.7,2015
2015188N08194,41,7/10/2015 0:00,Mixture(contradicting report from different agencies),11.4,190.6,2015
2015189N13223,42,7/10/2015 0:00,Tropical,20.9,-147,2015
2015190N12210,43,7/10/2015 0:00,Disturbance,11,-154.1,2015
2015191N23085,44,7/10/2015 12:00,Tropical,23.5,83.5,2015
2015192N11263,45,7/11/2015 0:00,Disturbance,11.4,-96.6,2015
2015193N35285,46,7/12/2015 0:00,Disturbance,35.4,-75.4,2015
2015194N13235,47,7/12/2015 12:00,Tropical,13.1,-125,2015
2015203N16126,48,7/22/2015 0:00,Disturbance,16.3,125.5,2015
2015204N16247,49,7/22/2015 12:00,Disturbance,15.9,-113.4,2015
2015207N22091,50,7/26/2015 0:00,Tropical,22,90.8,2015
2015209N07248,51,7/27/2015 12:00,Disturbance,6.5,-112.5,2015
2015209N15236,52,7/27/2015 12:00,Disturbance,15.1,-123.9,2015
2015209N26072,53,7/27/2015 12:00,Tropical,26.2,71.8,2015
2015211N13162,54,7/29/2015 18:00,Tropical,13.3,162.2,2015
2015213N29146,55,8/1/2015 12:00,Disturbance,29.1,145.3,2015
2015213S08169,56,7/31/2015 18:00,Disturbance,-7.6,168.9,2015
2015216N23081,57,8/4/2015 12:00,Tropical,22.7,77.8,2015
2015218N12231,58,8/10/2015 0:00,Tropical,15.1,-147.9,2015
2015218N18149,59,8/10/2015 0:00,Tropical,29.8,140.4,2015
2015226N12151,60,8/13/2015 18:00,Mixture(contradicting report from different agencies),12.1,150.9,2015
2015226N15164,61,8/14/2015 0:00,Tropical,14.8,163.5,2015
2015228N17247,62,8/16/2015 0:00,Tropical,16.5,-112.9,2015
2015229N08212,63,8/17/2015 12:00,Disturbance,7.7,211.3,2015
2015229N10331,64,8/17/2015 0:00,Disturbance,9.6,-29.3,2015
2015231N13183,65,8/19/2015 0:00,Disturbance,13.4,-176.8,2015
2015236N12231,66,8/23/2015 18:00,Disturbance,12.3,-129.3,2015
2015237N14315,67,8/24/2015 18:00,Tropical,14.3,-45.1,2015
2015238N10255,68,8/25/2015 12:00,Disturbance,9.7,-104.9,2015
2015242N12343,69,8/30/2015 0:00,Tropical,11.6,-17.5,2015
2015244N12248,70,8/31/2015 18:00,Tropical,11.8,-111.7,2015
2015248N10256,71,9/10/2015 0:00,Tropical,24.6,-117.5,2015
2015248N12337,72,9/5/2015 12:00,Tropical,12.2,-24.4,2015
2015249N18142,73,9/10/2015 0:00,Extratropical,39.4,134.7,2015
2015251N31298,74,9/10/2015 0:00,Tropical,31.2,-60.8,2015
2015256N16113,75,9/13/2015 0:00,Mixture(contradicting report from different agencies),15.7,112.9,2015
2015257N14152,76,9/13/2015 18:00,Tropical,13.9,151.6,2015
2015258N12320,77,9/15/2015 0:00,Disturbance,11.5,-40.3,2015
2015259N09336,78,9/15/2015 12:00,Disturbance,9.4,-24.2,2015
2015259N20084,79,9/16/2015 12:00,Tropical,20.5,82.5,2015
2015260N12187,80,9/17/2015 12:00,Disturbance,12.9,-174.3,2015
2015263N14148,81,9/19/2015 18:00,Tropical,13.5,148.1,2015
2015264N24246,82,9/20/2015 18:00,Tropical,24.3,-113.7,2015
2015266N11214,83,9/23/2015 12:00,Disturbance,11.4,-146.6,2015
2015270N13257,84,9/26/2015 12:00,Disturbance,12.7,-102.8,2015
2015270N27291,85,10/1/2015 0:00,Tropical,23.9,-72.9,2015
2015273N12130,86,10/1/2015 0:00,Tropical,14,125.4,2015
2015274N13201,87,10/1/2015 12:00,Disturbance,13,-159.2,2015
2015274N17167,88,10/1/2015 12:00,Tropical,17.5,167.3,2015
2015275N13187,89,10/2/2015 0:00,Disturbance,12.9,-172.7,2015
2015280N13071,90,10/10/2015 0:00,Tropical,15,69.6,2015
2015282N11230,91,10/10/2015 0:00,Tropical,11.1,-134.5,2015
2015285N14151,92,10/12/2015 0:00,Tropical,13.9,150.8,2015
2015286N12163,93,10/12/2015 18:00,Tropical,11.5,163.1,2015
2015286S10175,94,10/13/2015 0:00,Tropical,-10.3,174.5,2015
2015288N10243,95,10/15/2015 0:00,Tropical,10.2,-117,2015
2015293N13266,96,10/20/2015 12:00,Tropical,13.3,-94.2,2015
2015293N16164,97,10/19/2015 18:00,Disturbance,16.2,164.1,2015
2015301N11065,98,10/27/2015 12:00,Tropical,10.7,65.1,2015
2015309N14067,99,11/10/2015 0:00,Tropical,12.9,47,2015
2015312N11084,100,11/10/2015 0:00,Tropical,12.4,79.6,2015
2015313N22289,101,11/10/2015 0:00,Tropical,26.4,-76.2,2015
2015321N04164,102,11/16/2015 18:00,Mixture(contradicting report from different agencies),4,163.9,2015
2015322N13253,103,11/18/2015 12:00,Tropical,12.9,-106.9,2015
2015323S05080,104,11/18/2015 18:00,Disturbance,-4.8,80.4,2015
2015328N11260,105,11/23/2015 12:00,Disturbance,10.9,-100.5,2015
2015330S10178,106,11/26/2015 0:00,Disturbance,-10.1,178,2015
2015342S09079,107,12/10/2015 0:00,Tropical,-13.9,71.4,2015
2015344N07145,108,12/10/2015 0:00,Tropical,7.1,145.2,2015
2015348N04146,109,12/14/2015 0:00,Disturbance,3.9,145.8,2015
2015355S16136,110,1/1/2016 0:00,Tropical,-24.5,138.5,2015
2015362N01179,111,1/1/2016 0:00,Disturbance,2.2,183.6,2015
2015364S09190,112,1/1/2016 0:00,Tropical,-16.8,189.7,2015
2016006N02188,1,1/10/2016 0:00,Tropical,7.8,-174.2,2016
2016007N27285,2,1/10/2016 0:00,Extratropical,34.4,-54.2,2016
2016014S13195,3,1/14/2016 12:00,Tropical,-13.6,-164.7,2016
2016020S14078,4,1/19/2016 18:00,Tropical,-13.5,78.4,2016
2016027S13119,5,1/27/2016 0:00,Tropical,-13,118.5,2016
2016039S14061,6,2/10/2016 0:00,Tropical,-22.3,51.2,2016
2016040S16155,7,2/10/2016 0:00,Mixture(contradicting report from different agencies),-16,154.7,2016
2016041S14170,8,2/10/2016 0:00,Tropical,-14.2,169.8,2016
2016042S10094,9,2/10/2016 18:00,Mixture(contradicting report from different agencies),-10.3,94.3,2016
2016055S15202,10,2/23/2016 18:00,Tropical,-15.5,-157.9,2016
2016074S16137,11,3/14/2016 0:00,Not reported,-15.5,137.4,2016
2016075S11087,12,3/14/2016 18:00,Disturbance,-11.3,87.3,2016
2016087S13073,13,3/27/2016 12:00,Disturbance,-12.4,73.6,2016
2016095S13162,14,4/4/2016 12:00,Tropical,-13.5,162.5,2016
2016102S12074,15,4/10/2016 18:00,Disturbance,-11.9,74.2,2016
2016108S17181,16,4/17/2016 12:00,Tropical,-16.5,-178.4,2016
2016138N10081,17,5/17/2016 0:00,Disturbance,10,80.8,2016
2016147N18115,18,5/26/2016 0:00,Disturbance,17.6,114.6,2016
2016148N27288,19,5/27/2016 12:00,Disturbance,27.7,-73.1,2016
2016158N13261,20,6/6/2016 12:00,Tropical,13.5,-98.2,2016
2016158N22272,21,6/5/2016 12:00,Tropical,21.6,-88,2016
2016171N19268,22,6/18/2016 18:00,Disturbance,19.4,-91.6,2016
2016178N22068,23,6/26/2016 12:00,Tropical,21.8,67.1,2016
2016183N13246,24,7/1/2016 12:00,Disturbance,13.7,-115.1,2016
2016185N08145,25,7/10/2016 0:00,Tropical,26.4,116.6,2016
2016185N11253,26,7/10/2016 0:00,Tropical,20.9,-133.8,2016
2016188N12254,27,7/10/2016 0:00,Tropical,14.5,-118.4,2016
2016194N15255,28,7/11/2016 12:00,Tropical,14.5,-105.2,2016
